geneID	transcript_combos	deltaRRS	p_values	padj
ENSG00000006210	ENST00000563383 , ENST00000564948	2.08150892499954	2.488253451581e-09	6.71841431959174e-08
ENSG00000006282	ENST00000006658 , ENST00000356488	-0.173381998289436	0.276042061967355	0.309594793619529
ENSG00000006282	ENST00000006658 , ENST00000502911	-1.71697522222629	4.98905026389824e-10	2.39653728495953e-08
ENSG00000006282	ENST00000006658 , ENST00000503127	0.288600014043642	0.036430796144827	0.047589729281979
ENSG00000006282	ENST00000006658 , ENST00000505085	0.218794395683973	0.0194452217869711	0.0267209944458737
ENSG00000006282	ENST00000006658 , ENST00000505456	0.88781753393204	1.78759268045071e-07	1.42798724660766e-06
ENSG00000006282	ENST00000006658 , ENST00000510917	-1.83075359222441	1.86240008891023e-10	1.33609198233427e-08
ENSG00000006282	ENST00000006658 , ENST00000511937	-0.521634364009594	2.05439458144971e-05	6.28525331296099e-05
ENSG00000006282	ENST00000006658 , ENST00000634597	0.165354040433958	0.0525236583404237	0.0667670576469175
ENSG00000006282	ENST00000356488 , ENST00000502911	-1.54359322393685	4.34234515403251e-05	0.000117872072967067
ENSG00000006282	ENST00000356488 , ENST00000503127	0.461982012333078	0.0228068462036761	0.0309495128118566
ENSG00000006282	ENST00000356488 , ENST00000505085	0.392176393973409	0.0339846294371657	0.0446522655192109
ENSG00000006282	ENST00000356488 , ENST00000505456	1.06119953222148	0.000300414589389392	0.000623762688916631
ENSG00000006282	ENST00000356488 , ENST00000510917	-1.65737159393498	2.30534558881131e-05	6.90833191198244e-05
ENSG00000006282	ENST00000356488 , ENST00000511937	-0.348252365720158	0.0505521307215142	0.064459420509063
ENSG00000006282	ENST00000356488 , ENST00000634597	0.338736038723394	0.05644632015561	0.0714321904261532
ENSG00000006282	ENST00000502911 , ENST00000503127	2.00557523626993	7.61030071014013e-07	4.391545474147e-06
ENSG00000006282	ENST00000502911 , ENST00000505085	1.93576961791026	9.52106524780642e-10	3.64330955915909e-08
ENSG00000006282	ENST00000502911 , ENST00000505456	2.60479275615833	1.09904156738112e-12	6.97006800854731e-10
ENSG00000006282	ENST00000502911 , ENST00000510917	-0.113778369998126	0.0847814277083502	0.103897006469626
ENSG00000006282	ENST00000502911 , ENST00000511937	1.19534085821669	2.31239570130748e-09	6.39648010908479e-08
ENSG00000006282	ENST00000502911 , ENST00000634597	1.88232926266024	3.74839749444683e-10	2.02631666633278e-08
ENSG00000006282	ENST00000503127 , ENST00000505085	-0.0698056183596689	0.566132003964665	0.59929830912711
ENSG00000006282	ENST00000503127 , ENST00000505456	0.599217519888398	0.00103986195037955	0.0018705285668467
ENSG00000006282	ENST00000503127 , ENST00000510917	-2.11935360626805	3.02400410978911e-07	2.14719155823966e-06
ENSG00000006282	ENST00000503127 , ENST00000511937	-0.810234378053236	0.000171838798002202	0.000383236334647332
ENSG00000006282	ENST00000503127 , ENST00000634597	-0.123245973609683	0.314368170120877	0.349086144494492
ENSG00000006282	ENST00000505085 , ENST00000505456	0.669023138248067	6.25590371464011e-06	2.37433963491566e-05
ENSG00000006282	ENST00000505085 , ENST00000510917	-2.04954798790839	2.66991823669007e-10	1.65687861552304e-08
ENSG00000006282	ENST00000505085 , ENST00000511937	-0.740428759693567	2.63547273007511e-06	1.17522829578825e-05
ENSG00000006282	ENST00000505085 , ENST00000634597	-0.0534403552500144	0.518765220606123	0.55302060952099
ENSG00000006282	ENST00000505456 , ENST00000510917	-2.71857112615645	1.03443263749262e-12	6.87397038599603e-10
ENSG00000006282	ENST00000505456 , ENST00000511937	-1.40945189794163	6.3761215133422e-10	2.81003239982922e-08
ENSG00000006282	ENST00000505456 , ENST00000634597	-0.722463493498082	1.61568683503233e-06	7.92662058198314e-06
ENSG00000006282	ENST00000510917 , ENST00000511937	1.30911922821482	1.4592919946936e-09	4.70192198835477e-08
ENSG00000006282	ENST00000510917 , ENST00000634597	1.99610763265837	1.24775656217202e-10	1.03325369839481e-08
ENSG00000006282	ENST00000511937 , ENST00000634597	0.686988404443552	2.53071276450133e-06	1.13985091464687e-05
ENSG00000005486	ENST00000006777 , ENST00000428119	-0.952466461286265	9.81131137008703e-09	1.71200560577582e-07
ENSG00000005486	ENST00000006777 , ENST00000454791	0.195796674058053	0.134071047715317	0.15873752998186
ENSG00000005486	ENST00000428119 , ENST00000454791	1.14826313534432	4.61026370893413e-05	0.000124005458735601
ENSG00000004779	ENST00000007516 , ENST00000484769	0.555324295115494	0.00725397425879447	0.0107948170707477
ENSG00000010278	ENST00000009180 , ENST00000382519	0.939737365608247	0.000200553714636607	0.00043847622029606
ENSG00000010278	ENST00000009180 , ENST00000536586	0.785564827042911	0.000130527503367413	0.00030217024061249
ENSG00000010278	ENST00000009180 , ENST00000610354	1.47699499955875	7.31598225915912e-08	7.24410398715368e-07
ENSG00000010278	ENST00000009180 , ENST00000646407	-0.380208338233998	0.00310282085487288	0.00498514260185396
ENSG00000010278	ENST00000382519 , ENST00000536586	-0.154172538565336	0.281009441053783	0.314690877569253
ENSG00000010278	ENST00000382519 , ENST00000610354	0.537257633950506	0.00634678704404094	0.00955638176612152
ENSG00000010278	ENST00000382519 , ENST00000646407	-1.31994570384225	3.9754497433308e-05	0.000109235595716039
ENSG00000010278	ENST00000536586 , ENST00000610354	0.691430172515842	5.4079503291282e-05	0.000141722963573868
ENSG00000010278	ENST00000536586 , ENST00000646407	-1.16577316527691	1.16935260107079e-06	6.14004570538021e-06
ENSG00000010278	ENST00000610354 , ENST00000646407	-1.85720333779275	6.36893077566382e-10	2.81003239982922e-08
ENSG00000019582	ENST00000009530 , ENST00000377795	-0.955040853783432	9.31974038356368e-05	0.00022584519054373
ENSG00000008988	ENST00000009589 , ENST00000523936	-0.0277550402831144	0.877898882610475	0.890189398496181
ENSG00000009780	ENST00000010299 , ENST00000234549	-0.888865887432089	0.000976254006420267	0.00176831954339342
ENSG00000009780	ENST00000010299 , ENST00000419687	1.30178931381122	0.000438893739733579	0.000871686145780059
ENSG00000009780	ENST00000234549 , ENST00000419687	2.19065520124331	7.84850155101407e-05	0.000195158015998343
ENSG00000008394	ENST00000010404 , ENST00000396207	-3.31255492018066	6.48980492149826e-07	3.87036493560133e-06
ENSG00000008394	ENST00000010404 , ENST00000535309	-1.40320516911687	0.000221940353402633	0.000479031548864884
ENSG00000008394	ENST00000010404 , ENST00000538885	-2.82332455244917	4.71100097126525e-07	3.03431873308989e-06
ENSG00000008394	ENST00000010404 , ENST00000540056	-1.01704061806683	0.000838912827158728	0.00154562540436344
ENSG00000008394	ENST00000396207 , ENST00000535309	1.90934975106379	2.27164962480784e-09	6.33770746182976e-08
ENSG00000008394	ENST00000396207 , ENST00000538885	0.489230367731494	0.00156595738020762	0.00269434125608028
ENSG00000008394	ENST00000396207 , ENST00000540056	2.29551430211383	2.2163815811951e-10	1.48150009959473e-08
ENSG00000008394	ENST00000535309 , ENST00000538885	-1.4201193833323	1.79166445885428e-06	8.61602723490459e-06
ENSG00000008394	ENST00000535309 , ENST00000540056	0.386164551050033	0.000901559575144729	0.00164785266926144
ENSG00000008394	ENST00000538885 , ENST00000540056	1.80628393438233	4.49844453827249e-08	5.00935995221247e-07
ENSG00000186115	ENST00000011989 , ENST00000587671	0.86497909064889	6.01865208845057e-07	3.6633190918514e-06
ENSG00000011478	ENST00000012049 , ENST00000678862	0.805733972638517	7.11167666643481e-06	2.62854039347033e-05
ENSG00000241644	ENST00000013222 , ENST00000409539	0.0102859450426081	0.876273396351382	0.888794847172955
ENSG00000011198	ENST00000013894 , ENST00000643477	0.0271818126425256	0.745127705248162	0.768292909503636
ENSG00000011198	ENST00000013894 , ENST00000643500	1.13237659580568	0.0036798965952836	0.00582661498420193
ENSG00000011198	ENST00000013894 , ENST00000646378	-0.466642638129868	0.000635149952681276	0.00120760230108354
ENSG00000011198	ENST00000643477 , ENST00000643500	1.10519478316315	0.00476443482004684	0.00736051536990422
ENSG00000011198	ENST00000643477 , ENST00000646378	-0.493824450772393	3.5024216168397e-06	1.48311770431185e-05
ENSG00000011198	ENST00000643500 , ENST00000646378	-1.59901923393554	0.000943488856900596	0.00171556624175729
ENSG00000013588	ENST00000014914 , ENST00000534831	-0.402923185650989	0.00335459876049692	0.00535491908468543
ENSG00000014919	ENST00000016171 , ENST00000370483	0.332986605787665	0.0612111494313129	0.0769229282061282
ENSG00000015532	ENST00000017003 , ENST00000509778	0.187405820769249	0.104875680720928	0.126424545670171
ENSG00000078668	ENST00000022615 , ENST00000518495	0.297129665191261	0.00150194537371243	0.0025959355739026
ENSG00000078668	ENST00000022615 , ENST00000520115	0.793020342515097	0.000142073171355223	0.00032490285887509
ENSG00000078668	ENST00000022615 , ENST00000521158	-0.0337230805603577	0.572594600107051	0.605597103599087
ENSG00000078668	ENST00000022615 , ENST00000522572	0.734780629008156	3.42606722151419e-06	1.45603420085394e-05
ENSG00000078668	ENST00000518495 , ENST00000520115	0.495890677323837	0.00248817954189285	0.00408651114504156
ENSG00000078668	ENST00000518495 , ENST00000521158	-0.330852745751618	0.000334980385900875	0.000687029499463209
ENSG00000078668	ENST00000518495 , ENST00000522572	0.437650963816895	0.000239963079980134	0.000512107682669358
ENSG00000078668	ENST00000520115 , ENST00000521158	-0.826743423075455	0.000212997414592711	0.000462030430820029
ENSG00000078668	ENST00000520115 , ENST00000522572	-0.0582397135069413	0.62690362114405	0.657898371755563
ENSG00000078668	ENST00000521158 , ENST00000522572	0.768503709568513	5.8540761859162e-06	2.25207410839167e-05
ENSG00000034971	ENST00000037502 , ENST00000638471	-0.69593856754652	9.89368474513361e-07	5.3864235917706e-06
ENSG00000052841	ENST00000039989 , ENST00000299240	0.226366339568269	0.0246875416908464	0.0332500496760275
ENSG00000039523	ENST00000042381 , ENST00000422602	-0.486392737255121	0.000197813485741496	0.000433104265430311
ENSG00000042813	ENST00000046087 , ENST00000413331	-0.625820365247893	0.000519434150071351	0.00101066213338783
ENSG00000042813	ENST00000046087 , ENST00000419417	-0.71688495231791	0.00222469460284675	0.00369248749286488
ENSG00000042813	ENST00000413331 , ENST00000419417	-0.0910645870700169	0.578738517596443	0.611423652468012
ENSG00000041988	ENST00000054650 , ENST00000307896	-1.19029327836099	2.00842408719213e-08	2.79776245742726e-07
ENSG00000041988	ENST00000054650 , ENST00000377627	0.321093984433923	0.0258476141392746	0.034702827637188
ENSG00000041988	ENST00000307896 , ENST00000377627	1.51138726279491	2.0183378447688e-06	9.49020264731976e-06
ENSG00000049541	ENST00000055077 , ENST00000480432	-0.56538117127529	0.0203422726584682	0.027863866283806
ENSG00000059804	ENST00000075120 , ENST00000544291	-0.83380453054452	5.21856817426978e-07	3.29192648392438e-06
ENSG00000136960	ENST00000075322 , ENST00000259486	-0.561000020789772	4.64224084030454e-05	0.000124710761782827
ENSG00000136960	ENST00000075322 , ENST00000427067	1.38741945450912	0.00107204913230851	0.00192151523666409
ENSG00000136960	ENST00000075322 , ENST00000518958	0.140924727142875	0.000437696879439837	0.000869574744742867
ENSG00000136960	ENST00000075322 , ENST00000520066	-0.793054162396515	7.16468555259647e-08	7.13504993253977e-07
ENSG00000136960	ENST00000075322 , ENST00000522167	0.717618441372157	0.000383957888487532	0.000774108165965172
ENSG00000136960	ENST00000259486 , ENST00000427067	1.94841947529889	0.000136080988756803	0.000313269399703797
ENSG00000136960	ENST00000259486 , ENST00000518958	0.701924747932647	1.57872930505771e-05	5.07041988514212e-05
ENSG00000136960	ENST00000259486 , ENST00000520066	-0.232054141606743	0.00640928303660117	0.00964378088754723
ENSG00000136960	ENST00000259486 , ENST00000522167	1.27861846216193	1.78307525480718e-06	8.58265878850358e-06
ENSG00000136960	ENST00000427067 , ENST00000518958	-1.24649472736625	0.0017723759801832	0.00300857293620079
ENSG00000136960	ENST00000427067 , ENST00000520066	-2.18047361690564	0.000101857438356315	0.000243764115245366
ENSG00000136960	ENST00000427067 , ENST00000522167	-0.669801013136965	0.0217272194022509	0.029618913646709
ENSG00000136960	ENST00000518958 , ENST00000520066	-0.93397888953939	4.33566435552358e-08	4.86025997735139e-07
ENSG00000136960	ENST00000518958 , ENST00000522167	0.576693714229282	0.0012069821670645	0.00213380135354985
ENSG00000136960	ENST00000520066 , ENST00000522167	1.51067260376867	2.18198917072219e-06	1.00953883304481e-05
ENSG00000060642	ENST00000078527 , ENST00000472757	-1.16620020123005	5.46477221261381e-05	0.000143109442010039
ENSG00000060642	ENST00000078527 , ENST00000674222	-0.926712966573239	0.000311934224897768	0.000644541776525093
ENSG00000060642	ENST00000472757 , ENST00000674222	0.239487234656808	0.0804030228300908	0.0989698636445759
ENSG00000061794	ENST00000081029 , ENST00000536569	2.29767358042406	9.18774061245968e-10	3.57634178750264e-08
ENSG00000069998	ENST00000155674 , ENST00000336737	0.460995000988628	7.92831972644095e-05	0.000196860360510807
ENSG00000068308	ENST00000156084 , ENST00000376488	0.195048192035618	0.20288713634347	0.23288179575345
ENSG00000021776	ENST00000156471 , ENST00000543879	1.01003754573171	0.0134348454645017	0.0189968378796005
ENSG00000077063	ENST00000160373 , ENST00000434890	0.640684960575701	1.6290113275131e-05	5.20235231368161e-05
ENSG00000077063	ENST00000160373 , ENST00000441556	-0.278884233286454	0.00507586414923989	0.00779624429136603
ENSG00000077063	ENST00000434890 , ENST00000441556	-0.919569193862155	1.05502738064237e-07	9.5578307190595e-07
ENSG00000005001	ENST00000161006 , ENST00000571228	-0.450806966283492	8.83026529000259e-06	3.1426848900992e-05
ENSG00000064545	ENST00000162044 , ENST00000450333	-0.00519741877043778	0.938291070885346	0.944758535670724
ENSG00000064545	ENST00000162044 , ENST00000587583	-0.320057442713407	0.00224173058676933	0.00371744124471786
ENSG00000064545	ENST00000162044 , ENST00000590216	0.0563656016134391	0.395258785443359	0.430490028445096
ENSG00000064545	ENST00000450333 , ENST00000587583	-0.314860023942969	0.0020185983201069	0.00338454949183774
ENSG00000064545	ENST00000450333 , ENST00000590216	0.0615630203838768	0.313765516432085	0.348491348437362
ENSG00000064545	ENST00000587583 , ENST00000590216	0.376423044326846	0.000598314639891913	0.00114485078125466
ENSG00000072682	ENST00000166534 , ENST00000360568	-1.04254837892072	2.2589815367643e-08	3.02929540582493e-07
ENSG00000072682	ENST00000166534 , ENST00000379086	-0.682335786804796	2.25577872191052e-05	6.77990675229745e-05
ENSG00000072682	ENST00000166534 , ENST00000395164	-1.75429189617607	3.9222560562805e-08	4.50669474040679e-07
ENSG00000072682	ENST00000166534 , ENST00000431054	-1.000867878493	2.85067880494253e-08	3.59207077114365e-07
ENSG00000072682	ENST00000360568 , ENST00000379086	0.360212592115925	0.00212373185700248	0.00354141446455322
ENSG00000072682	ENST00000360568 , ENST00000395164	-0.711743517255345	7.90252684476105e-05	0.000196313655314299
ENSG00000072682	ENST00000360568 , ENST00000431054	0.0416805004277223	0.473877134945988	0.508763915226292
ENSG00000072682	ENST00000379086 , ENST00000395164	-1.07195610937127	1.42925778719632e-06	7.17027995035284e-06
ENSG00000072682	ENST00000379086 , ENST00000431054	-0.318532091688203	0.00429412414031269	0.00669881304874074
ENSG00000072682	ENST00000395164 , ENST00000431054	0.753424017683067	3.3721907626887e-05	9.52152288103285e-05
ENSG00000071994	ENST00000167218 , ENST00000453163	2.19509859696194	8.25088327554151e-05	0.00020352751580146
ENSG00000071994	ENST00000167218 , ENST00000541970	1.04733478611595	2.45288969479057e-08	3.20502702733388e-07
ENSG00000071994	ENST00000167218 , ENST00000545869	1.81850803683969	8.55125128537812e-07	4.81276268230307e-06
ENSG00000071994	ENST00000167218 , ENST00000614056	1.83598871063261	4.82246888062047e-09	1.02950604132917e-07
ENSG00000071994	ENST00000453163 , ENST00000541970	-1.14776381084599	0.00235043684450951	0.00387989200297971
ENSG00000071994	ENST00000453163 , ENST00000545869	-0.376590560122255	0.149451995049078	0.175442472923979
ENSG00000071994	ENST00000453163 , ENST00000614056	-0.359109886329333	0.153839118791534	0.180193917150208
ENSG00000071994	ENST00000541970 , ENST00000545869	0.771173250723735	0.000319808424035748	0.000658874783438516
ENSG00000071994	ENST00000541970 , ENST00000614056	0.788653924516657	8.93477381611635e-06	3.17206429228096e-05
ENSG00000071994	ENST00000545869 , ENST00000614056	0.0174806737929218	0.892745273915769	0.903939354063778
ENSG00000075975	ENST00000170447 , ENST00000448482	0.213811734545608	0.031518204893338	0.0416642787817272
ENSG00000075975	ENST00000170447 , ENST00000676701	-0.0291635276213176	0.753108730389313	0.775722278861627
ENSG00000075975	ENST00000170447 , ENST00000679143	0.485811444131424	0.000551424003425891	0.00106500237221125
ENSG00000075975	ENST00000448482 , ENST00000676701	-0.242975262166925	0.00562634026721563	0.00856033350662029
ENSG00000075975	ENST00000448482 , ENST00000679143	0.271999709585816	0.00733128243794609	0.0108980108593342
ENSG00000075975	ENST00000676701 , ENST00000679143	0.514974971752742	0.000148229095187774	0.000337411619808499
ENSG00000066583	ENST00000173527 , ENST00000514194	-0.454413758717064	6.53526755656087e-05	0.000167023812665319
ENSG00000069206	ENST00000175238 , ENST00000380789	-0.603802250807773	1.39794687110339e-05	4.58630676327267e-05
ENSG00000074071	ENST00000177742 , ENST00000397375	0.869270259409403	3.52883319397391e-06	1.49270734845794e-05
ENSG00000003987	ENST00000180173 , ENST00000517317	-0.533944556093087	2.1856151151846e-05	6.60741358272642e-05
ENSG00000003987	ENST00000180173 , ENST00000521857	0.43772805903012	0.00373823617853395	0.00590855371188619
ENSG00000003987	ENST00000517317 , ENST00000521857	0.971672615123207	4.75144997190513e-05	0.000127145417484282
ENSG00000080618	ENST00000181383 , ENST00000439329	-0.0539903398645652	0.429257299467012	0.464638593819884
ENSG00000066405	ENST00000183605 , ENST00000479660	-0.407238749037528	0.000105215857956681	0.000250579111429713
ENSG00000065518	ENST00000184266 , ENST00000485064	-0.123623299738623	0.07479342059857	0.0925996820495199
ENSG00000065518	ENST00000184266 , ENST00000492739	-0.89362094072972	1.38446990156979e-06	6.9936084184578e-06
ENSG00000065518	ENST00000485064 , ENST00000492739	-0.769997640991097	2.10011052335358e-05	6.40340740941618e-05
ENSG00000007129	ENST00000187608 , ENST00000457737	-0.430908697148031	0.00857625012147893	0.0125789516955491
ENSG00000075089	ENST00000188312 , ENST00000552064	-0.357813668033428	0.000629720834358042	0.00119854744985872
ENSG00000081791	ENST00000194118 , ENST00000508751	-0.0255640789497998	0.69614207452697	0.722829095992743
ENSG00000081800	ENST00000194130 , ENST00000427975	-0.122923883116641	0.0187494049086617	0.0258221412306685
ENSG00000081800	ENST00000194130 , ENST00000439260	-0.528107099016887	0.000328979896173595	0.000675895643197363
ENSG00000081800	ENST00000427975 , ENST00000439260	-0.405183215900246	0.00158710639360568	0.00272546100420037
ENSG00000112852	ENST00000194155 , ENST00000622947	-0.252909081881146	0.153691507349255	0.180037238099532
ENSG00000112852	ENST00000194155 , ENST00000624874	-0.833187471371329	0.000230909078912688	0.000495796686200471
ENSG00000112852	ENST00000194155 , ENST00000625033	-0.0848553273164399	0.686383871725505	0.713808480286629
ENSG00000112852	ENST00000622947 , ENST00000624874	-0.580278389490183	0.0101384527305613	0.014665111698935
ENSG00000112852	ENST00000622947 , ENST00000625033	0.168053754564706	0.489172786765558	0.523930914094741
ENSG00000112852	ENST00000624874 , ENST00000625033	0.748332144054889	0.00858983862583842	0.012596300073119
ENSG00000083444	ENST00000196061 , ENST00000429000	1.4891955809807	1.27665178931629e-08	2.04279998928014e-07
ENSG00000083720	ENST00000196371 , ENST00000509987	-0.810730634792506	4.20054863253153e-05	0.000114573235647839
ENSG00000085721	ENST00000198767 , ENST00000327307	-0.515140914148345	1.0913656294676e-06	5.81033765303367e-06
ENSG00000085721	ENST00000198767 , ENST00000429751	-0.0659540440036513	0.262673714941911	0.295685611321684
ENSG00000085721	ENST00000198767 , ENST00000563559	-0.952093712546272	8.63977469568126e-10	3.43390279410559e-08
ENSG00000085721	ENST00000198767 , ENST00000564131	0.378310728285271	0.000115281115308584	0.000271368781482328
ENSG00000085721	ENST00000327307 , ENST00000429751	0.449186870144694	9.2481330726484e-05	0.000224507474703579
ENSG00000085721	ENST00000327307 , ENST00000563559	-0.436952798397927	4.29904063237687e-06	1.75154582455442e-05
ENSG00000085721	ENST00000327307 , ENST00000564131	0.893451642433616	2.35776022645723e-06	1.07611868366405e-05
ENSG00000085721	ENST00000429751 , ENST00000563559	-0.88613966854262	8.7105202095465e-08	8.25103630195366e-07
ENSG00000085721	ENST00000429751 , ENST00000564131	0.444264772288922	5.28302487517585e-05	0.000138995459682609
ENSG00000085721	ENST00000563559 , ENST00000564131	1.33040444083154	4.26801767295427e-09	9.48521329334675e-08
ENSG00000085872	ENST00000198939 , ENST00000546361	-0.305452311944158	0.183302639747368	0.211955140245967
ENSG00000167580	ENST00000199280 , ENST00000550862	-0.638942990081102	1.19795635680426e-05	4.03435332881418e-05
ENSG00000167580	ENST00000199280 , ENST00000551526	-1.35579535862362	1.26198267540351e-07	1.09846200808259e-06
ENSG00000167580	ENST00000550862 , ENST00000551526	-0.716852368542523	2.8261184327682e-06	1.24550392353964e-05
ENSG00000086504	ENST00000199706 , ENST00000450882	0.719936709714987	0.000116199682250153	0.000273194440406589
ENSG00000086504	ENST00000199706 , ENST00000648346	2.69846390564672	9.16004363859868e-06	3.2392146700781e-05
ENSG00000086504	ENST00000450882 , ENST00000648346	1.97852719593173	1.49396803293735e-05	4.84124586147022e-05
ENSG00000086589	ENST00000199814 , ENST00000447771	-0.600815864351565	5.05801761531146e-06	2.00462658938213e-05
ENSG00000086589	ENST00000199814 , ENST00000518917	0.143764363312446	0.0462358827932638	0.0593603626322246
ENSG00000086589	ENST00000447771 , ENST00000518917	0.744580227664011	3.67513575139532e-08	4.2724808115957e-07
ENSG00000086696	ENST00000199936 , ENST00000568090	0.415745923178717	0.00359460732943869	0.00570129192265858
ENSG00000086827	ENST00000200135 , ENST00000535142	0.0510745233139104	0.508666653525292	0.543221222480887
ENSG00000086827	ENST00000200135 , ENST00000538209	0.163405535154928	0.165958286920035	0.193318133522746
ENSG00000086827	ENST00000535142 , ENST00000538209	0.112331011841018	0.323849834779975	0.358680555605439
ENSG00000087237	ENST00000200676 , ENST00000379780	0.0780048925551715	0.0694947011814923	0.0865422040287913
ENSG00000087250	ENST00000200691 , ENST00000561640	-0.88794533101779	2.03487222781838e-07	1.57942530351443e-06
